x_voltage,y_voltage,z_voltage,x_gvalue,y_gvalue,z_gvalue,time
NA,NA,NA,0.366480,-0.005441,1.027707,1521533918.449731
NA,NA,NA,0.282336,-0.008059,1.022945,1521533918.454738
NA,NA,NA,0.174395,-0.008410,1.015738,1521533918.459745
NA,NA,NA,0.055500,-0.012688,1.010375,1521533918.464749
NA,NA,NA,-0.073336,-0.014250,0.998359,1521533918.469754
NA,NA,NA,-0.197684,-0.017258,0.994500,1521533918.474758
NA,NA,NA,-0.319773,-0.023949,0.997039,1521533918.479762
NA,NA,NA,-0.423102,-0.022113,0.980566,1521533918.484776
NA,NA,NA,-0.493762,-0.023449,0.985332,1521533918.489777
NA,NA,NA,-0.542133,-0.026645,0.983137,1521533918.494791
NA,NA,NA,-0.564961,-0.024957,0.977652,1521533918.499799
NA,NA,NA,-0.545754,-0.027500,0.981383,1521533918.504809
NA,NA,NA,-0.500918,-0.024691,0.981895,1521533918.509813
NA,NA,NA,-0.426758,-0.020547,0.990656,1521533918.514828
NA,NA,NA,-0.330145,-0.016395,0.994012,1521533918.519843
NA,NA,NA,-0.213328,-0.017023,1.002242,1521533918.524849
NA,NA,NA,-0.094984,-0.014887,1.002414,1521533918.529849
NA,NA,NA,0.039523,-0.009473,1.011773,1521533918.534860
NA,NA,NA,0.164785,-0.007812,1.022738,1521533918.539871
NA,NA,NA,0.269930,-0.002020,1.023648,1521533918.544871
NA,NA,NA,0.358508,0.000223,1.024930,1521533918.549876
NA,NA,NA,0.421551,-0.003215,1.026117,1521533918.554880
NA,NA,NA,0.456785,-0.003258,1.031539,1521533918.559890
NA,NA,NA,0.461078,-0.002715,1.032637,1521533918.564905
NA,NA,NA,0.422938,0.002137,1.026129,1521533918.569908
NA,NA,NA,0.365941,-0.000125,1.026441,1521533918.574911
NA,NA,NA,0.281148,-0.007844,1.020602,1521533918.579917
NA,NA,NA,0.170391,-0.007707,1.013695,1521533918.584931
NA,NA,NA,0.051508,-0.011801,1.007145,1521533918.589931
NA,NA,NA,-0.079102,-0.014496,1.003047,1521533918.594946
NA,NA,NA,-0.207137,-0.013902,0.993949,1521533918.599947
NA,NA,NA,-0.320992,-0.020703,0.992793,1521533918.604956
NA,NA,NA,-0.420496,-0.023836,0.981898,1521533918.609968
NA,NA,NA,-0.495910,-0.026918,0.981855,1521533918.614969
NA,NA,NA,-0.544301,-0.029422,0.982707,1521533918.619976
NA,NA,NA,-0.558031,-0.025375,0.983648,1521533918.624988
NA,NA,NA,-0.547566,-0.026187,0.979910,1521533918.629994
NA,NA,NA,-0.501234,-0.024535,0.981793,1521533918.635007
NA,NA,NA,-0.425293,-0.022785,0.988637,1521533918.640021
NA,NA,NA,-0.322059,-0.022402,0.994934,1521533918.645036
NA,NA,NA,-0.208578,-0.015867,0.997895,1521533918.650050
NA,NA,NA,-0.080309,-0.015590,1.010109,1521533918.655062
NA,NA,NA,0.044023,-0.011398,1.013387,1521533918.660073
