x_voltage,y_voltage,z_voltage,x_gvalue,y_gvalue,z_gvalue,time
NA,NA,NA,-0.999762,-0.111820,0.013242,1521534540.412117
NA,NA,NA,-0.999879,-0.113492,0.016137,1521534540.417127
NA,NA,NA,-0.998957,-0.111676,0.020660,1521534540.422130
NA,NA,NA,-0.999336,-0.111367,0.023844,1521534540.427135
NA,NA,NA,-1.000547,-0.109617,0.024480,1521534540.432144
NA,NA,NA,-1.000176,-0.110035,0.025992,1521534540.437152
NA,NA,NA,-1.000914,-0.111496,0.026781,1521534540.442158
NA,NA,NA,-0.999164,-0.112059,0.033793,1521534540.447169
NA,NA,NA,-1.000629,-0.113539,0.034102,1521534540.452170
NA,NA,NA,-0.999340,-0.111805,0.036359,1521534540.457171
NA,NA,NA,-0.999441,-0.111527,0.039641,1521534540.462176
NA,NA,NA,-1.000809,-0.112875,0.043910,1521534540.467186
NA,NA,NA,-1.001047,-0.112090,0.044297,1521534540.472199
NA,NA,NA,-1.000195,-0.110301,0.046477,1521534540.477212
NA,NA,NA,-1.000273,-0.110645,0.049379,1521534540.482216
NA,NA,NA,-1.001898,-0.109293,0.050316,1521534540.487222
NA,NA,NA,-1.001488,-0.110664,0.052105,1521534540.492236
NA,NA,NA,-1.000820,-0.111457,0.053387,1521534540.497243
NA,NA,NA,-1.000406,-0.110645,0.055238,1521534540.502245
NA,NA,NA,-1.001199,-0.110309,0.057117,1521534540.507257
NA,NA,NA,-1.000957,-0.110348,0.060516,1521534540.512262
NA,NA,NA,-1.001133,-0.109602,0.061277,1521534540.517272
NA,NA,NA,-1.000805,-0.110398,0.062824,1521534540.522285
NA,NA,NA,-1.000426,-0.110930,0.063281,1521534540.527287
NA,NA,NA,-0.999992,-0.111828,0.065133,1521534540.532288
NA,NA,NA,-1.001992,-0.109227,0.065371,1521534540.537298
NA,NA,NA,-1.001332,-0.109656,0.067297,1521534540.542309
NA,NA,NA,-1.001895,-0.111332,0.066879,1521534540.547321
NA,NA,NA,-1.000492,-0.110016,0.067609,1521534540.552330
NA,NA,NA,-1.000352,-0.110168,0.069125,1521534540.557345
NA,NA,NA,-1.000598,-0.110195,0.069680,1521534540.562353
NA,NA,NA,-1.001730,-0.110281,0.070441,1521534540.567355
