x_voltage,y_voltage,z_voltage,x_gvalue,y_gvalue,z_gvalue,time
NA,NA,NA,-0.002316,0.063125,1.013086,1521531635.708028
NA,NA,NA,-0.004879,0.061488,1.003582,1521531635.713042
NA,NA,NA,-0.002437,0.054422,1.004266,1521531635.718051
NA,NA,NA,-0.001492,0.047965,1.005875,1521531635.723062
NA,NA,NA,0.000219,0.049316,1.014316,1521531635.728073
NA,NA,NA,-0.002844,0.050625,1.008543,1521531635.733081
NA,NA,NA,-0.003516,0.045852,1.006203,1521531635.738091
NA,NA,NA,-0.004648,0.041598,1.001879,1521531635.743102
NA,NA,NA,-0.004984,0.038789,1.001637,1521531635.748112
NA,NA,NA,-0.001113,0.034598,1.013125,1521531635.753123
NA,NA,NA,-0.002680,0.034395,1.008680,1521531635.758126
NA,NA,NA,-0.001766,0.034008,1.012273,1521531635.763139
NA,NA,NA,-0.004418,0.026832,1.000980,1521531635.768146
NA,NA,NA,-0.004684,0.023426,1.007234,1521531635.773153
NA,NA,NA,-0.000996,0.015844,1.007301,1521531635.778157
NA,NA,NA,-0.002621,0.019445,1.011352,1521531635.783161
NA,NA,NA,-0.002012,0.015187,1.008988,1521531635.788170
NA,NA,NA,-0.003309,0.010797,1.005988,1521531635.793185
NA,NA,NA,-0.003391,0.007762,1.005996,1521531635.798187
NA,NA,NA,-0.005027,0.004789,1.008125,1521531635.803192
NA,NA,NA,-0.002477,0.001660,1.008586,1521531635.808202
NA,NA,NA,-0.003949,0.000777,1.008832,1521531635.813215
NA,NA,NA,-0.004918,-0.003406,1.007707,1521531635.818228
NA,NA,NA,-0.003586,-0.007027,1.005969,1521531635.823229
NA,NA,NA,-0.004582,-0.010582,1.004238,1521531635.828241
NA,NA,NA,-0.002609,-0.012621,1.007836,1521531635.833242
NA,NA,NA,-0.004687,-0.016789,1.009008,1521531635.838244
NA,NA,NA,-0.004148,-0.019523,1.007227,1521531635.843260
NA,NA,NA,-0.004125,-0.023270,1.003723,1521531635.848268
NA,NA,NA,-0.004684,-0.027430,1.007066,1521531635.853279
NA,NA,NA,-0.002855,-0.033188,1.007449,1521531635.858290
NA,NA,NA,-0.001887,-0.033375,1.010563,1521531635.863298
NA,NA,NA,-0.004848,-0.035313,1.004027,1521531635.868312
NA,NA,NA,-0.005887,-0.037941,1.006207,1521531635.873323
NA,NA,NA,-0.004254,-0.042070,1.005207,1521531635.878327
NA,NA,NA,-0.006496,-0.042738,1.003586,1521531635.883331
NA,NA,NA,-0.004164,-0.052953,1.006430,1521531635.888336
NA,NA,NA,-0.003102,-0.049285,1.008363,1521531635.893339
NA,NA,NA,-0.004848,-0.050758,1.007645,1521531635.898353
NA,NA,NA,-0.004879,-0.055539,1.007500,1521531635.903359
NA,NA,NA,-0.005043,-0.058859,1.004004,1521531635.908366
NA,NA,NA,-0.005875,-0.065012,1.006934,1521531635.913720
NA,NA,NA,-0.001984,-0.067836,1.008250,1521531635.918730
NA,NA,NA,-0.004457,-0.067301,1.006734,1521531635.923744
NA,NA,NA,-0.006969,-0.068391,1.005605,1521531635.928756
NA,NA,NA,-0.005590,-0.074156,1.002445,1521531635.933761
NA,NA,NA,-0.006344,-0.073672,1.006797,1521531635.938762
NA,NA,NA,-0.004668,-0.080355,1.005355,1521531635.943773
NA,NA,NA,-0.004391,-0.081027,1.009617,1521531635.949063
NA,NA,NA,-0.006582,-0.081855,1.004141,1521531635.954077
NA,NA,NA,-0.006996,-0.084559,1.005469,1521531635.959089
NA,NA,NA,-0.008398,-0.087090,1.003922,1521531635.964100
NA,NA,NA,-0.002965,-0.094617,1.007898,1521531635.969112
NA,NA,NA,-0.004848,-0.087742,1.010871,1521531635.974126
NA,NA,NA,-0.007168,-0.092461,1.002617,1521531635.979139
NA,NA,NA,-0.005781,-0.093074,1.003832,1521531635.984153
NA,NA,NA,-0.005008,-0.097617,1.001516,1521531635.989159
NA,NA,NA,-0.003441,-0.101043,1.010664,1521531635.994299
NA,NA,NA,-0.006336,-0.097164,1.008176,1521531635.999304
NA,NA,NA,-0.004828,-0.100625,1.007895,1521531636.004316
NA,NA,NA,-0.005461,-0.105301,1.000082,1521531636.009322
NA,NA,NA,-0.006090,-0.106508,1.004367,1521531636.014333
NA,NA,NA,-0.004922,-0.104309,1.007449,1521531636.019336
NA,NA,NA,-0.004598,-0.106512,1.011891,1521531636.024342
NA,NA,NA,-0.004891,-0.103547,1.003430,1521531636.029723
NA,NA,NA,-0.005730,-0.112598,0.999152,1521531636.034727
NA,NA,NA,-0.005746,-0.111258,1.006016,1521531636.039734
NA,NA,NA,-0.003414,-0.112375,1.006703,1521531636.044734
NA,NA,NA,-0.003355,-0.108453,1.006727,1521531636.049747
NA,NA,NA,-0.005113,-0.109449,1.003578,1521531636.054767
NA,NA,NA,-0.004395,-0.114430,1.003625,1521531636.059768
NA,NA,NA,-0.008828,-0.110547,0.998477,1521531636.064783
NA,NA,NA,-0.003992,-0.113926,1.009168,1521531636.069795
NA,NA,NA,-0.006938,-0.104297,1.008074,1521531636.074974
NA,NA,NA,-0.005082,-0.110844,1.005035,1521531636.079990
NA,NA,NA,-0.007133,-0.109398,1.004996,1521531636.085003
NA,NA,NA,-0.005570,-0.117258,1.003480,1521531636.090016
NA,NA,NA,-0.006273,-0.108008,1.010082,1521531636.095021
NA,NA,NA,-0.003312,-0.113617,1.008785,1521531636.100029
NA,NA,NA,-0.005211,-0.105758,1.008426,1521531636.105033
NA,NA,NA,-0.005594,-0.107219,0.998695,1521531636.110035
NA,NA,NA,-0.006641,-0.105410,1.004125,1521531636.115038
NA,NA,NA,-0.004727,-0.109449,1.007633,1521531636.120038
NA,NA,NA,-0.003793,-0.104137,1.009676,1521531636.125044
NA,NA,NA,-0.003125,-0.104125,1.010980,1521531636.130052
NA,NA,NA,-0.006496,-0.099109,1.002648,1521531636.135063
NA,NA,NA,-0.005195,-0.106258,1.001871,1521531636.140065
NA,NA,NA,-0.006316,-0.098941,1.001164,1521531636.145072
NA,NA,NA,-0.004859,-0.101770,1.010410,1521531636.150072
NA,NA,NA,-0.003602,-0.095461,1.009582,1521531636.155076
NA,NA,NA,-0.005254,-0.092496,1.000145,1521531636.160090
NA,NA,NA,-0.004238,-0.091500,1.005809,1521531636.165098
NA,NA,NA,-0.007199,-0.093398,1.003031,1521531636.170107
NA,NA,NA,-0.003648,-0.091348,1.012090,1521531636.175114
NA,NA,NA,-0.005797,-0.088391,1.008039,1521531636.180124
NA,NA,NA,-0.004094,-0.081465,1.011867,1521531636.185139
NA,NA,NA,-0.007043,-0.080664,1.001797,1521531636.190152
NA,NA,NA,-0.005410,-0.080004,1.003754,1521531636.195153
NA,NA,NA,-0.004914,-0.081863,1.007641,1521531636.200154
NA,NA,NA,-0.006262,-0.075512,1.008379,1521531636.205159
NA,NA,NA,-0.002965,-0.073977,1.010289,1521531636.210170
NA,NA,NA,-0.007094,-0.067672,1.003293,1521531636.215179
NA,NA,NA,-0.006078,-0.065758,1.003676,1521531636.220179
NA,NA,NA,-0.002586,-0.067887,1.006414,1521531636.225189
NA,NA,NA,-0.004031,-0.062840,1.009992,1521531636.230196
NA,NA,NA,-0.004789,-0.062332,1.008164,1521531636.235196
NA,NA,NA,-0.005492,-0.054695,1.006727,1521531636.240200
NA,NA,NA,-0.006004,-0.053953,1.003910,1521531636.245207
NA,NA,NA,-0.003609,-0.052711,1.003781,1521531636.250218
NA,NA,NA,-0.000895,-0.053891,1.008297,1521531636.255228
NA,NA,NA,-0.005109,-0.045937,1.013324,1521531636.260242
NA,NA,NA,-0.004094,-0.040758,1.006203,1521531636.265243
NA,NA,NA,-0.002309,-0.037859,1.007680,1521531636.270251
NA,NA,NA,-0.007723,-0.038227,1.001258,1521531636.275264
NA,NA,NA,0.000027,-0.035137,1.010289,1521531636.280354
NA,NA,NA,-0.006094,-0.030324,1.007652,1521531636.285363
NA,NA,NA,-0.002777,-0.022937,1.009820,1521531636.290377
NA,NA,NA,-0.005156,-0.022152,1.004180,1521531636.295385
NA,NA,NA,-0.004551,-0.018363,1.006191,1521531636.300442
NA,NA,NA,-0.006391,-0.018152,1.003918,1521531636.305449
NA,NA,NA,-0.002309,-0.015746,1.012625,1521531636.310531
NA,NA,NA,-0.002727,-0.008738,1.006984,1521531636.315537
NA,NA,NA,-0.003582,-0.005297,1.008621,1521531636.320723
NA,NA,NA,-0.007344,-0.001344,1.003035,1521531636.325725
NA,NA,NA,-0.003957,-0.003336,1.008059,1521531636.330727
NA,NA,NA,-0.003012,0.001344,1.009172,1521531636.335729
NA,NA,NA,-0.004738,0.007703,1.006602,1521531636.340742
NA,NA,NA,-0.005039,0.010184,1.010785,1521531636.345757
NA,NA,NA,-0.004734,0.014922,1.002289,1521531636.350760
NA,NA,NA,-0.005188,0.009699,1.003578,1521531636.355769
NA,NA,NA,-0.003281,0.018191,1.008703,1521531636.360782
NA,NA,NA,-0.003402,0.021742,1.010305,1521531636.365790
NA,NA,NA,-0.003504,0.030141,1.010250,1521531636.370802
NA,NA,NA,-0.005289,0.027625,0.999309,1521531636.375805
NA,NA,NA,-0.005090,0.032230,1.005973,1521531636.380817
NA,NA,NA,-0.003461,0.029266,1.007773,1521531636.385829
NA,NA,NA,0.000621,0.035656,1.016723,1521531636.390842
NA,NA,NA,-0.004609,0.043449,1.008215,1521531636.395855
NA,NA,NA,-0.001723,0.044676,1.008016,1521531636.400860
NA,NA,NA,-0.005027,0.044594,1.001363,1521531636.405861
NA,NA,NA,-0.002309,0.042875,1.009406,1521531636.410864
NA,NA,NA,-0.003914,0.051473,1.014102,1521531636.415874
NA,NA,NA,-0.002801,0.054879,1.006621,1521531636.420888
NA,NA,NA,-0.003176,0.058699,1.008934,1521531636.425888
NA,NA,NA,-0.003141,0.059332,1.003816,1521531636.430897
NA,NA,NA,-0.002996,0.061578,1.006801,1521531636.435908
NA,NA,NA,-0.002965,0.064062,1.008840,1521531636.440921
NA,NA,NA,0.000164,0.065719,1.015500,1521531636.445922
NA,NA,NA,-0.004684,0.068594,1.002938,1521531636.450927
NA,NA,NA,-0.004297,0.073484,1.007254,1521531636.455940
NA,NA,NA,-0.004230,0.070285,1.003719,1521531636.460941
NA,NA,NA,-0.002105,0.074777,1.012293,1521531636.465956
NA,NA,NA,-0.001973,0.077555,1.011598,1521531636.470965
NA,NA,NA,-0.002758,0.079113,1.008883,1521531636.475971
NA,NA,NA,-0.005551,0.083133,1.004613,1521531636.480985
NA,NA,NA,-0.000992,0.081785,1.006063,1521531636.485991
NA,NA,NA,-0.005086,0.084723,1.014047,1521531636.490999
NA,NA,NA,-0.001047,0.084270,1.012520,1521531636.496011
NA,NA,NA,-0.003285,0.090836,1.010078,1521531636.501012
NA,NA,NA,-0.002543,0.086715,1.006566,1521531636.506020
NA,NA,NA,-0.002320,0.087914,1.006523,1521531636.511029
NA,NA,NA,-0.002238,0.090074,1.007883,1521531636.516042
NA,NA,NA,-0.003805,0.091664,1.007160,1521531636.521045
NA,NA,NA,-0.001250,0.094840,1.010184,1521531636.526057
NA,NA,NA,-0.004621,0.095031,1.005633,1521531636.531199
NA,NA,NA,-0.001148,0.093473,1.009039,1521531636.536203
NA,NA,NA,-0.004207,0.098129,1.006848,1521531636.541216
NA,NA,NA,0.002234,0.094164,1.009422,1521531636.546227
NA,NA,NA,-0.004934,0.097508,1.006180,1521531636.551242
NA,NA,NA,-0.000992,0.096906,1.012766,1521531636.556248
NA,NA,NA,-0.005422,0.100727,1.004172,1521531636.561251
NA,NA,NA,0.000223,0.095145,1.008703,1521531636.566269
NA,NA,NA,-0.003586,0.098352,1.005730,1521531636.571272
NA,NA,NA,-0.002754,0.096754,1.007375,1521531636.576284
NA,NA,NA,-0.004133,0.100227,1.007984,1521531636.581651
NA,NA,NA,-0.001414,0.094137,1.012047,1521531636.586660
NA,NA,NA,-0.003438,0.097477,1.006645,1521531636.591672
NA,NA,NA,-0.002594,0.097059,1.007781,1521531636.596673
NA,NA,NA,-0.003695,0.094457,1.008023,1521531636.601682
NA,NA,NA,-0.003152,0.095938,1.005437,1521531636.606941
NA,NA,NA,0.001164,0.092945,1.006797,1521531636.611953
