x_voltage,y_voltage,z_voltage,x_gvalue,y_gvalue,z_gvalue,time
NA,NA,NA,-1.001906,-0.144012,0.211688,1521534957.791709
NA,NA,NA,-0.997977,-0.146871,0.092633,1521534957.796715
NA,NA,NA,-0.992176,-0.149379,-0.033668,1521534957.801731
NA,NA,NA,-0.988164,-0.153133,-0.163016,1521534957.806739
NA,NA,NA,-0.984688,-0.156984,-0.288145,1521534957.811746
NA,NA,NA,-0.980844,-0.157816,-0.386508,1521534957.816747
NA,NA,NA,-0.977984,-0.159520,-0.472367,1521534957.821759
NA,NA,NA,-0.976207,-0.162309,-0.524930,1521534957.826768
NA,NA,NA,-0.974613,-0.160160,-0.548219,1521534957.831777
NA,NA,NA,-0.975090,-0.160090,-0.541664,1521534957.836785
NA,NA,NA,-0.976656,-0.161324,-0.501500,1521534957.841799
NA,NA,NA,-0.976363,-0.161070,-0.428289,1521534957.846810
NA,NA,NA,-0.980727,-0.157367,-0.336820,1521534957.851816
NA,NA,NA,-0.986117,-0.155020,-0.225781,1521534957.856824
NA,NA,NA,-0.989184,-0.153312,-0.098805,1521534957.861833
NA,NA,NA,-0.995273,-0.148055,0.028254,1521534957.866836
NA,NA,NA,-0.999105,-0.146398,0.159055,1521534957.871844
NA,NA,NA,-1.000883,-0.146859,0.271598,1521534957.876847
NA,NA,NA,-1.006582,-0.140922,0.363961,1521534957.881858
NA,NA,NA,-1.009152,-0.139703,0.432051,1521534957.886870
NA,NA,NA,-1.010539,-0.139340,0.470371,1521534957.891877
NA,NA,NA,-1.008660,-0.138867,0.479430,1521534957.896884
NA,NA,NA,-1.011309,-0.138133,0.449664,1521534957.901888
NA,NA,NA,-1.006691,-0.141395,0.395133,1521534957.907179
NA,NA,NA,-1.005875,-0.141672,0.309492,1521534957.912180
NA,NA,NA,-1.002883,-0.143648,0.201289,1521534957.917193
NA,NA,NA,-0.997477,-0.147711,0.077117,1521534957.922208
NA,NA,NA,-0.991605,-0.152867,-0.049773,1521534957.927224
NA,NA,NA,-0.986922,-0.154156,-0.181879,1521534957.932238
NA,NA,NA,-0.982660,-0.156719,-0.304203,1521534957.937240
NA,NA,NA,-0.980340,-0.157023,-0.406164,1521534957.942250
NA,NA,NA,-0.976590,-0.159191,-0.480684,1521534957.947264
NA,NA,NA,-0.974773,-0.161062,-0.536023,1521534957.952271
NA,NA,NA,-0.974699,-0.161977,-0.550379,1521534957.957285
NA,NA,NA,-0.972488,-0.163887,-0.534129,1521534957.962285
NA,NA,NA,-0.976785,-0.160066,-0.494305,1521534957.967289
NA,NA,NA,-0.978160,-0.159691,-0.416555,1521534957.972294
NA,NA,NA,-0.980816,-0.158332,-0.325219,1521534957.977297
