x_voltage,y_voltage,z_voltage,x_gvalue,y_gvalue,z_gvalue,time
NA,NA,NA,-0.010320,-0.403434,1.004320,1521532351.934063
NA,NA,NA,-0.008961,-0.484621,1.007348,1521532351.939074
NA,NA,NA,-0.011711,-0.516078,1.006676,1521532351.944082
NA,NA,NA,-0.014352,-0.495727,0.996199,1521532351.949090
NA,NA,NA,-0.008043,-0.435152,0.999742,1521532351.954104
NA,NA,NA,-0.008969,-0.326309,1.001965,1521532351.959104
NA,NA,NA,-0.005332,-0.185531,1.008672,1521532351.964110
NA,NA,NA,-0.004516,-0.026824,1.007648,1521532351.969119
NA,NA,NA,-0.003758,0.128875,1.006348,1521532351.974129
NA,NA,NA,-0.000910,0.272973,1.006070,1521532351.979130
NA,NA,NA,0.001949,0.394617,1.013016,1521532351.984219
NA,NA,NA,0.004809,0.472453,1.016094,1521532351.989230
NA,NA,NA,0.000539,0.507387,1.015574,1521532351.994233
NA,NA,NA,0.003312,0.487641,1.009555,1521532351.999241
NA,NA,NA,0.001238,0.415922,1.009871,1521532352.004257
NA,NA,NA,0.000391,0.306117,1.010133,1521532352.009270
NA,NA,NA,-0.001082,0.167953,1.010570,1521532352.014274
NA,NA,NA,-0.002621,0.015512,1.010867,1521532352.019281
NA,NA,NA,-0.005078,-0.145746,1.004789,1521532352.024285
NA,NA,NA,-0.009078,-0.296051,1.001887,1521532352.029291
NA,NA,NA,-0.009508,-0.415418,0.998484,1521532352.034304
NA,NA,NA,-0.010805,-0.488492,1.003266,1521532352.039307
NA,NA,NA,-0.011031,-0.517563,1.002754,1521532352.044315
NA,NA,NA,-0.011488,-0.495586,1.004414,1521532352.049320
NA,NA,NA,-0.008398,-0.425160,1.001551,1521532352.054325
NA,NA,NA,-0.011336,-0.318082,1.002188,1521532352.059337
NA,NA,NA,-0.006773,-0.177957,1.005672,1521532352.064345
NA,NA,NA,-0.004781,-0.023262,1.008527,1521532352.069356
NA,NA,NA,-0.000750,0.135676,1.011172,1521532352.074370
NA,NA,NA,0.000617,0.283316,1.011379,1521532352.079380
NA,NA,NA,-0.002602,0.401789,1.005469,1521532352.084384
NA,NA,NA,0.005160,0.475227,1.013754,1521532352.089389
NA,NA,NA,0.000664,0.500188,1.008687,1521532352.094400
NA,NA,NA,0.004984,0.486203,1.019277,1521532352.099403
NA,NA,NA,0.001883,0.414691,1.008973,1521532352.104415
NA,NA,NA,-0.000570,0.309656,1.012539,1521532352.109417
NA,NA,NA,-0.002195,0.159094,1.002398,1521532352.114428
NA,NA,NA,-0.003363,0.004176,1.008047,1521532352.119432
NA,NA,NA,-0.004117,-0.154051,1.006098,1521532352.124443
NA,NA,NA,-0.006234,-0.297621,1.007348,1521532352.129451
NA,NA,NA,-0.010258,-0.413949,1.001219,1521532352.134454
NA,NA,NA,-0.012957,-0.486938,0.998727,1521532352.139464
NA,NA,NA,-0.010590,-0.517742,0.999437,1521532352.144465
NA,NA,NA,-0.011344,-0.495957,1.001176,1521532352.149472
NA,NA,NA,-0.007711,-0.427133,1.007961,1521532352.154477
NA,NA,NA,-0.010715,-0.311848,1.004520,1521532352.159477
NA,NA,NA,-0.007949,-0.177074,1.004609,1521532352.164491
NA,NA,NA,-0.005324,-0.019539,1.002352,1521532352.169500
NA,NA,NA,-0.001512,0.137391,1.007559,1521532352.174516
NA,NA,NA,0.000984,0.290012,1.018129,1521532352.179517
NA,NA,NA,0.003031,0.399074,1.014207,1521532352.184519
NA,NA,NA,0.001645,0.482953,1.011105,1521532352.189535
NA,NA,NA,0.004012,0.500656,1.005863,1521532352.194541
NA,NA,NA,0.002203,0.479918,1.012180,1521532352.199551
NA,NA,NA,0.003375,0.409191,1.013578,1521532352.204560
NA,NA,NA,0.002133,0.298687,1.016648,1521532352.209568
NA,NA,NA,-0.003969,0.164215,1.009734,1521532352.214569
NA,NA,NA,-0.004426,0.006031,1.004250,1521532352.219582
NA,NA,NA,-0.006258,-0.156223,1.003801,1521532352.224583
NA,NA,NA,-0.008281,-0.307422,1.002859,1521532352.229586
NA,NA,NA,-0.006535,-0.417250,1.006887,1521532352.234594
NA,NA,NA,-0.012906,-0.486063,1.002855,1521532352.239610
NA,NA,NA,-0.011328,-0.516676,0.996840,1521532352.244612
NA,NA,NA,-0.013113,-0.490840,1.003980,1521532352.249627
NA,NA,NA,-0.007391,-0.427730,1.004895,1521532352.254637
NA,NA,NA,-0.006590,-0.309891,1.010555,1521532352.259637
NA,NA,NA,-0.008105,-0.169598,1.000848,1521532352.264639
NA,NA,NA,-0.002578,-0.010625,1.006262,1521532352.269646
NA,NA,NA,-0.001770,0.137355,1.003617,1521532352.274657
NA,NA,NA,0.000848,0.287035,1.013223,1521532352.279660
NA,NA,NA,0.004109,0.405211,1.012504,1521532352.284666
NA,NA,NA,0.003680,0.483840,1.013406,1521532352.289679
NA,NA,NA,0.002527,0.505469,1.005160,1521532352.294686
NA,NA,NA,0.002918,0.469992,1.009016,1521532352.299688
NA,NA,NA,0.000180,0.410965,1.010188,1521532352.304694
NA,NA,NA,0.002609,0.296238,1.014566,1521532352.309696
NA,NA,NA,-0.001063,0.154160,1.015301,1521532352.314707
NA,NA,NA,-0.003938,-0.000621,1.004547,1521532352.319742
NA,NA,NA,-0.007918,-0.178953,1.001309,1521532352.324747
NA,NA,NA,-0.007637,-0.308910,1.001469,1521532352.329748
NA,NA,NA,-0.006441,-0.430461,1.008621,1521532352.334761
NA,NA,NA,-0.010086,-0.494312,1.007535,1521532352.339771
NA,NA,NA,-0.014453,-0.511215,1.000527,1521532352.344782
NA,NA,NA,-0.011590,-0.495156,1.000047,1521532352.349792
NA,NA,NA,-0.012629,-0.421008,0.997410,1521532352.354800
NA,NA,NA,-0.006520,-0.315875,1.005797,1521532352.359815
NA,NA,NA,-0.006793,-0.168855,1.010105,1521532352.364828
NA,NA,NA,-0.002570,-0.004023,1.006711,1521532352.369830
NA,NA,NA,-0.003000,0.154453,1.008312,1521532352.374844
NA,NA,NA,-0.002141,0.292703,1.008023,1521532352.379850
NA,NA,NA,0.002184,0.404566,1.008938,1521532352.384853
NA,NA,NA,0.005258,0.480340,1.015355,1521532352.389857
NA,NA,NA,0.001270,0.506578,1.011844,1521532352.394873
NA,NA,NA,0.005496,0.479465,1.016875,1521532352.399876
NA,NA,NA,0.000496,0.405520,1.007012,1521532352.404884
NA,NA,NA,0.000051,0.292844,1.009785,1521532352.409899
NA,NA,NA,-0.002090,0.149625,1.007047,1521532352.414900
NA,NA,NA,-0.002203,-0.005754,1.012039,1521532352.419902
NA,NA,NA,-0.007707,-0.166422,1.003316,1521532352.424913
NA,NA,NA,-0.009457,-0.309148,1.001344,1521532352.429915
NA,NA,NA,-0.011336,-0.421102,0.998121,1521532352.434923
NA,NA,NA,-0.012121,-0.492516,1.000383,1521532352.439925
NA,NA,NA,-0.010875,-0.517613,1.004488,1521532352.444939
NA,NA,NA,-0.009512,-0.489391,1.002707,1521532352.449940
NA,NA,NA,-0.012355,-0.408965,1.001719,1521532352.454952
NA,NA,NA,-0.009016,-0.304184,1.001797,1521532352.459956
NA,NA,NA,-0.007234,-0.162383,1.005789,1521532352.464956
NA,NA,NA,-0.003406,0.010602,1.008039,1521532352.469957
NA,NA,NA,0.001934,0.150969,1.012379,1521532352.474965
NA,NA,NA,-0.002496,0.298535,1.011043,1521532352.479968
NA,NA,NA,0.001406,0.414902,1.010164,1521532352.484976
NA,NA,NA,0.001594,0.484750,1.012348,1521532352.489984
NA,NA,NA,0.004758,0.501812,1.013367,1521532352.494987
NA,NA,NA,0.004254,0.479711,1.017539,1521532352.499997
NA,NA,NA,0.001664,0.397148,1.009848,1521532352.505013
NA,NA,NA,-0.001352,0.282387,1.010156,1521532352.510025
NA,NA,NA,-0.002000,0.133316,1.003242,1521532352.515156
NA,NA,NA,-0.001973,-0.034691,1.008945,1521532352.520157
NA,NA,NA,-0.006371,-0.184832,1.006027,1521532352.525165
NA,NA,NA,-0.005508,-0.323363,1.007492,1521532352.530171
NA,NA,NA,-0.012164,-0.425684,0.997578,1521532352.535182
NA,NA,NA,-0.012074,-0.494578,1.000188,1521532352.540188
NA,NA,NA,-0.010965,-0.520379,0.998227,1521532352.545191
NA,NA,NA,-0.013301,-0.488438,1.004793,1521532352.550195
NA,NA,NA,-0.011242,-0.405191,1.003059,1521532352.555468
NA,NA,NA,-0.006652,-0.286285,1.008582,1521532352.560479
NA,NA,NA,-0.008750,-0.147719,0.997883,1521532352.565484
NA,NA,NA,-0.004297,0.007992,1.008273,1521532352.570497
NA,NA,NA,-0.000676,0.166598,1.006449,1521532352.575512
NA,NA,NA,0.003035,0.311738,1.016754,1521532352.580528
NA,NA,NA,0.002148,0.424285,1.009871,1521532352.585543
NA,NA,NA,0.005227,0.485156,1.014168,1521532352.590551
NA,NA,NA,0.002766,0.501266,1.006070,1521532352.595564
NA,NA,NA,0.004891,0.470734,1.011816,1521532352.600574
NA,NA,NA,0.003148,0.387695,1.016027,1521532352.605575
NA,NA,NA,0.002277,0.275527,1.008379,1521532352.610588
NA,NA,NA,-0.002930,0.132066,1.007270,1521532352.615602
NA,NA,NA,-0.004992,-0.032527,1.000906,1521532352.620611
NA,NA,NA,-0.005957,-0.186273,1.003824,1521532352.625615
NA,NA,NA,-0.008254,-0.331246,1.005789,1521532352.630628
NA,NA,NA,-0.009023,-0.434391,1.008004,1521532352.635646
NA,NA,NA,-0.011754,-0.498957,1.000496,1521532352.640651
NA,NA,NA,-0.012879,-0.516473,0.999551,1521532352.645658
NA,NA,NA,-0.010703,-0.488734,0.997633,1521532352.650669
NA,NA,NA,-0.009559,-0.407750,1.006871,1521532352.655674
NA,NA,NA,-0.008438,-0.283711,1.007812,1521532352.660688
NA,NA,NA,-0.006180,-0.135855,1.006703,1521532352.665698
NA,NA,NA,-0.003711,0.018785,1.003258,1521532352.670701
NA,NA,NA,-0.002883,0.173395,1.005246,1521532352.675705
NA,NA,NA,0.002906,0.310172,1.016516,1521532352.680716
NA,NA,NA,0.002738,0.419445,1.012188,1521532352.685719
NA,NA,NA,0.006105,0.486957,1.018496,1521532352.690721
NA,NA,NA,-0.000484,0.503074,1.008969,1521532352.695723
NA,NA,NA,0.004469,0.466754,1.016211,1521532352.700735
NA,NA,NA,-0.000488,0.390781,1.007184,1521532352.705736
NA,NA,NA,0.003203,0.269848,1.017137,1521532352.710746
NA,NA,NA,-0.002973,0.129852,1.008043,1521532352.715757
NA,NA,NA,-0.003668,-0.040105,1.005410,1521532352.720766
NA,NA,NA,-0.010363,-0.190461,0.998605,1521532352.725767
NA,NA,NA,-0.006418,-0.336363,1.005676,1521532352.730782
NA,NA,NA,-0.011484,-0.433996,1.003188,1521532352.735783
NA,NA,NA,-0.010383,-0.501230,1.003148,1521532352.740799
NA,NA,NA,-0.012914,-0.512316,1.003383,1521532352.745799
NA,NA,NA,-0.010969,-0.476523,0.999695,1521532352.750816
NA,NA,NA,-0.010734,-0.397051,1.003246,1521532352.755819
NA,NA,NA,-0.007551,-0.283355,1.008090,1521532352.760825
NA,NA,NA,-0.005340,-0.136633,1.006141,1521532352.765838
NA,NA,NA,-0.002473,0.018977,1.009758,1521532352.770853
NA,NA,NA,-0.002648,0.183867,1.008051,1521532352.775854
